COURSE_ID,TITLE,DESCRIPTION
excourse36,data analysis using python,"this course provides an introduction to basic data science techniques using python   students are introduced to core concepts like data frames and joining data  and learn how to use data analysis libraries like pandas  numpy  and matplotlib   this course provides an overview of loading  inspecting  and querying real world data  and how to answer basic questions about that data   students will gain skills in data aggregation and summarization  as well as basic data visualization 
"
excourse37,data analysis with r programming,"this course is the seventh course in the google data analytics certificate  these courses will equip you with the skills needed to apply to introductory level data analyst jobs  in this course  you  ll learn about the programming language known as r  you  ll find out how to use rstudio  the environment that allows you to work with r  this course will also cover the software applications and tools that are unique to r  such as r packages  you  ll discover how r lets you clean  organize  analyze  visualize  and report data in new and more powerful ways   current google data analysts will continue to instruct and provide you with hands on ways to accomplish common data analyst tasks with the best tools and resources 

learners who complete this certificate program will be equipped to apply for introductory level jobs as data analysts  no previous experience is necessary 

by the end of this course  you will 
   examine the benefits of using the r programming language 
   discover how to use rstudio to apply r to your analysis  
   explore the fundamental concepts associated with programming in r  
   explore the contents and components of r packages including the tidyverse package 
   gain an understanding of dataframes and their use in r 
   discover the options for generating visualizations in r 
   learn about r markdown for documenting r programming 
"
excourse38,data analysis with python,"learn how to analyze data using python  this course will take you from the basics of python to exploring many different types of data  you will learn how to prepare data for analysis  perform simple statistical analysis  create meaningful data visualizations  predict future trends from data  and more 

topics covered 

1  importing datasets
2  cleaning the data
3  data frame manipulation
4  summarizing the data
5  building machine learning regression models
6  building data pipelines

 data analysis with python will be delivered through lecture  lab  and assignments  it includes following parts 

data analysis libraries  will learn to use pandas  numpy and scipy libraries to work with a sample dataset  we will introduce you to pandas  an open source library  and we will use it to load  manipulate  analyze  and visualize cool datasets  then we will introduce you to another open source library  scikit learn  and we will use some of its machine learning algorithms to build smart models and make cool predictions "
excourse39,excel fundamentals for data analysis,"as data becomes the modern currency  so the ability to analyse the data quickly and accurately has become of paramount importance  excel with its extraordinarily broad range of features and capabilities is one of the most widely used programs for doing this  in the first course of our excel skills for data analysis and visualization specialization  you will learn the fundamentals of excel for data analysis  when you have completed the course  you will be able to use a range of excel tools and functions to clean and prepare data for analysis  automate data analysis with the help of named ranges and tables  and use logical and lookup functions to transform  link and categorise data 

this course will enable you to build a strong foundation in the fundamentals  helping you to be more efficient in your day to day and developing the necessary skills to work with the more advanced techniques used in later courses  to make the content easy to relate to and to personalize the learning experience  we are going to follow zara s journey through the course  who is zara  well  she is no one and everyone  you will find that zara s trials and tribulations sound familiar  and together with zara  you will develop your excel skills along the way    and  importantly  have some fun doing it 

the excel skills for data analytics and visualization courses are the sequel to one of most successful specializations on coursera  excel skills for business  which has attracted hundreds of thousands of learners and top ratings  transform your skills  your confidence  and your opportunities by adding this new set of skills to your repertoire 
"
excourse40,exploratory data analysis for machine learning,"this first course in the ibm machine learning professional certificate introduces you to machine learning and the content of the professional certificate  in this course you will realize the importance of good  quality data  you will learn common techniques to retrieve your data  clean it  apply feature engineering  and have it ready for preliminary analysis and hypothesis testing 

by the end of this course you should be able to 
retrieve data from multiple data sources  sql  nosql databases  apis  cloud 
describe and use common feature selection and feature engineering techniques
handle categorical and ordinal features  as well as missing values
use a variety of techniques for detecting and dealing with outliers
articulate why feature scaling is important and use a variety of scaling techniques
 
who should take this course 
this course targets aspiring data scientists interested in acquiring hands on experience  with machine learning and artificial intelligence in a business setting 
 
what skills should you have 
to make the most out of this course  you should have familiarity with programming on a python development environment  as well as fundamental understanding of calculus  linear algebra  probability  and statistics "
excourse41,introduction to data analysis using excel,the use of excel is widespread in the industry  it is a very powerful data analysis tool and almost all big and small businesses use excel in their day to day functioning  this is an introductory course in the use of excel and is designed to give you a working knowledge of excel with the aim of getting to use it for more advance topics in business statistics later  the course is designed keeping in mind two kinds of learners    those who have very little functional knowledge of excel and those who use excel regularly but at a peripheral level and wish to enhance their skills  the course takes you from basic operations such as reading data into excel using various data formats  organizing and manipulating data  to some of the more advanced functionality of excel  all along  excel functionality is introduced using easy to understand examples which are demonstrated in a way that learners can become comfortable in understanding and applying them 
excourse42,big data analysis  hive  spark sql  dataframes and graphframes,"no doubt working with huge data volumes is hard  but to move a mountain  you have to deal with a lot of small stones  but why strain yourself  using  mapreduce and spark you tackle the issue partially  thus leaving some space for high level tools  stop  struggling to make your big data workflow productive and efficient   make use of the tools we are offering you 

this course will teach you how to 
  warehouse your data efficiently using hive  spark sql and spark datafframes  
  work with large graphs  such as social graphs or networks  
  optimize your spark applications for maximum performance 

precisely  you will master your knowledge in 
  writing and executing hive   spark sql queries 
  reasoning how the queries are translated into actual execution primitives  be it mapreduce jobs or spark transformations  
  organizing your data in hive to optimize disk space usage and execution times 
  constructing spark dataframes and using them to write ad hoc analytical jobs easily 
  processing large graphs with spark graphframes 
  debugging  profiling and optimizing spark application performance "
excourse43,cloud virtualization  containers and apis,"welcome to the second course in the building cloud computing solutions at scale specialization  in this course  you will learn to design cloud native systems with the fundamental building blocks of cloud computing  these building blocks include virtual machines and containers  you will also learn how to build effective microservices using technologies like flask and kubernetes  finally  you will analyze successful patterns in operations including  effective alerts  load testing and kaizen  

this course is ideal for beginners as well as intermediate students interested in applying cloud computing to data science  machine learning and data engineering  students should have beginner level linux and intermediate level python skills  for your project in this course  you build a containerized flask application that is continuously deployed to a cloud platform  amazon web services  aws   azure or google cloud platform  gcp  "
excourse44,alibaba cloud native solutions and container service,"this course demonstrates how to use alibaba cloud container service and container registry service to design and develop architectures related to cloud native applications  services  and security solutions  this course helps you understand the basic concepts of cloud native  the commercial implementation of container technology  and kubernetes technology as well as extra benefits provided by alibaba cloud  this course is intended to prepare users to take the alibaba cloud native aca certification exam    
building containerized applications on aws    this course introduces you to container technologies and how they can be used to modernize your applications  as well as exploring how different aws services can be used to manage and orchestrate those containers 

container technologies have existed for years  and are still gaining popularity  two of the most prevalent options are docker and kubernetes   each with its own distinct set of features  regardless of which technology you choose  one of the biggest challenges with containers is their orchestration  unlike traditional  monolithic applications where you can only scale at a macro level   an executable  for example   containerized applications scale at the container level  when coupled with a microservices approach  each container can contain the code necessary to execute a single task or function  while this provides a number of benefits  a single application can consist of hundreds of containerized microservices  how do you handle starting  stopping  scaling out and scaling in all of these containers 

aws offers a number of services that help with container orchestration  including amazon elastic container service  ecs   amazon elastic kubernetes service  eks   amazon lightsail  and amazon elastic container registry  ecr   throughout this course  expert instructors will dive deep into these services as well as general container technologies and capabilities 

this course uses a combination of video based lectures  delivered by aws technical trainers  demonstrations  and hands on lab exercises to enable you to deploy and manage a containerized application "
excourse45,docker  basics,"the docker basics course will introduce you at a fundamental level to one of the technologies in currently highest demand 

the course takes 5 weeks  the course program includes lectures and videos   you can choose between text and video — whatever fits you best  at the end of each week  you take a test and a practical drill  the fifth training week is devoted to the implementation of the final project 
in this course  you will learn how to work with docker images and volumes  configure the docker daemon and environment variables  forward ports inside a container  and much more  having completed this course  you will be able to work with docker at a basic level and apply it to your projects "
excourse46,machine learning,"machine learning is the science of getting computers to act without being explicitly programmed  in the past decade  machine learning has given us self driving cars  practical speech recognition  effective web search  and a vastly improved understanding of the human genome  machine learning is so pervasive today that you probably use it dozens of times a day without knowing it  many researchers also think it is the best way to make progress towards human level ai  in this class  you will learn about the most effective machine learning techniques  and gain practice implementing them and getting them to work for yourself  more importantly  you ll learn about not only the theoretical underpinnings of learning  but also gain the practical know how needed to quickly and powerfully apply these techniques to new problems  finally  you ll learn about some of silicon valley s best practices in innovation as it pertains to machine learning and ai 

this course provides a broad introduction to machine learning  datamining  and statistical pattern recognition  topics include   i  supervised learning  parametric non parametric algorithms  support vector machines  kernels  neural networks    ii  unsupervised learning  clustering  dimensionality reduction  recommender systems  deep learning    iii  best practices in machine learning  bias variance theory  innovation process in machine learning and ai   the course will also draw from numerous case studies and applications  so that you ll also learn how to apply learning algorithms to building smart robots  perception  control   text understanding  web search  anti spam   computer vision  medical informatics  audio  database mining  and other areas"
excourse47,machine learning for all,"machine learning  often called artificial intelligence or ai  is one of the most exciting areas of technology at the moment  we see daily news stories that herald new breakthroughs in facial recognition technology  self driving cars or computers that can have a conversation just like a real person  machine learning technology is set to revolutionise almost any area of human life and work  and so will affect all our lives  and so you are likely to want to find out more about it  machine learning has a reputation for being one of the most complex areas of computer science  requiring advanced mathematics and engineering skills to understand it  while it is true that working as a machine learning engineer does involve a lot of mathematics and programming  we believe that anyone can understand the basic concepts of machine learning  and given the importance of this technology  everyone should  the big ai breakthroughs sound like science fiction  but they come down to a simple idea  the use of data to train statistical algorithms  in this course you will learn to understand the basic idea of machine learning  even if you don t have any background in math or programming  not only that  you will get hands on and use user friendly tools developed at goldsmiths  university of london to actually do a machine learning project  training a computer to recognise images  this course is for a lot of different people  it could be a good first step into a technical career in machine learning  after all it is always better to start with the high level concepts before the technical details  but it is also great if your role is non technical  you might be a manager or other non technical role in a company that is considering using machine learning  you really need to understand this technology  and this course is a great place to get that understanding  or you might just be following the news reports about ai and interested in finding out more about the hottest new technology of the moment  whoever you are  we are looking forward to guiding you through you first machine learning project 

nb this course is designed to introduce you to machine learning without needing any programming  that means that we don t cover the programming based machine learning tools like python and tensorflow    
introduction to machine learning    this course will provide you a foundational understanding of machine learning models  logistic regression  multilayer perceptrons  convolutional neural networks  natural language processing  etc   as well as demonstrate how these models can solve complex problems in a variety of industries  from medical diagnostics to image recognition to text prediction  in addition  we have designed practice exercises that will give you hands on experience implementing these data science models on data sets  these practice exercises will teach you how to implement machine learning algorithms with pytorch  open source libraries used by leading tech companies in the machine learning field  e g   google  nvidia  cocacola  ebay  snapchat  uber and many more "
excourse48,introduction to machine learning  language processing,t s no secret that machine learning is one of the fastest growing fields in tech  and the google cloud platform has been instrumental in furthering its development  with a host of apis  google cloud has a tool for just about any machine learning job  in this introductory google cloud labs series  you will get hands on practice with machine learning as it applies to language processing by taking labs that will enable you to extract entities from text  and perform sentiment and syntactic analysis as well as use the speech to text api for transcription
excourse49,applied machine learning in python,"this course will introduce the learner to applied machine learning  focusing more on the techniques and methods than on the statistics behind these methods  the course will start with a discussion of how machine learning is different than descriptive statistics  and introduce the scikit learn toolkit through a tutorial  the issue of dimensionality of data will be discussed  and the task of clustering data  as well as evaluating those clusters  will be tackled  supervised approaches for creating predictive models will be described  and learners will be able to apply the scikit learn predictive modelling methods while understanding process issues related to data generalizability  e g  cross validation  overfitting   the course will end with a look at more advanced techniques  such as building ensembles  and practical limitations of predictive models  by the end of this course  students will be able to identify the difference between a supervised  classification  and unsupervised  clustering  technique  identify which technique they need to apply for a particular dataset and need  engineer features to meet that need  and write python code to carry out an analysis  

this course should be taken after introduction to data science in python and applied plotting  charting   data representation in python and before applied text mining in python and applied social analysis in python"
excourse50,build  train  and deploy ml pipelines using bert,"in the second course of the practical data science specialization  you will learn to automate a natural language processing task by building an end to end machine learning pipeline using hugging face s highly optimized implementation of the state of the art bert algorithm with amazon sagemaker pipelines  your pipeline will first transform the dataset into bert readable features and store the features in the amazon sagemaker feature store  it will then fine tune a text classification model to the dataset using a hugging face pre trained model  which has learned to understand the human language from millions of wikipedia documents  finally  your pipeline will evaluate the model s accuracy and only deploy the model if the accuracy exceeds a given threshold 

practical data science is geared towards handling massive datasets that do not fit in your local hardware and could originate from multiple sources  one of the biggest benefits of developing and running data science projects in the cloud is the agility and elasticity that the cloud offers to scale up and out at a minimum cost 

the practical data science specialization helps you develop the practical skills to effectively deploy your data science projects and overcome challenges at each step of the ml workflow using amazon sagemaker  this specialization is designed for data focused developers  scientists  and analysts familiar with the python and sql programming languages and want to learn how to build  train  and deploy scalable  end to end ml pipelines   both automated and human in the loop   in the aws cloud "
excourse51,introduction to machine learning in production,"in the first course of machine learning engineering for production specialization  you will identify the various components and design an ml production system end to end  project scoping  data needs  modeling strategies  and deployment constraints and requirements  and learn how to establish a model baseline  address concept drift  and prototype the process for developing  deploying  and continuously improving a productionized ml application 

understanding machine learning and deep learning concepts is essential  but if you re looking to build an effective ai career  you need production engineering capabilities as well  machine learning engineering for production combines the foundational concepts of machine learning with the functional expertise of modern software development and engineering roles to help you develop production ready skills  "
excourse52,machine learning data lifecycle in production,"in the second course of machine learning engineering for production specialization  you will build data pipelines by gathering  cleaning  and validating datasets and assessing data quality  implement feature engineering  transformation  and selection with tensorflow extended and get the most predictive power out of your data  and establish the data lifecycle by leveraging data lineage and provenance metadata tools and follow data evolution with enterprise data schemas 

understanding machine learning and deep learning concepts is essential  but if you re looking to build an effective ai career  you need production engineering capabilities as well  machine learning engineering for production combines the foundational concepts of machine learning with the functional expertise of modern software development and engineering roles to help you develop production ready skills "
excourse53,deploying machine learning models in production,"in the fourth course of machine learning engineering for production specialization  you will learn how to deploy ml models and make them available to end users  you will build scalable and reliable hardware infrastructure to deliver inference requests both in real time and batch depending on the use case  you will also implement workflow automation and progressive delivery that complies with current mlops practices to keep your production system running  additionally   you will continuously monitor your system to detect model decay  remediate performance drops  and avoid system failures so it can continuously operate at all times   

understanding machine learning and deep learning concepts is essential  but if you re looking to build an effective ai career  you need production engineering capabilities as well  machine learning engineering for production combines the foundational concepts of machine learning with the functional expertise of modern software development and engineering roles to help you develop production ready skills 

week 1  model serving introduction
week 2  model serving patterns and infrastructures
week 3  model management and delivery
week 4  model monitoring and logging"
excourse54,exploratory data analysis for machine learning,"this first course in the ibm machine learning professional certificate introduces you to machine learning and the content of the professional certificate  in this course you will realize the importance of good  quality data  you will learn common techniques to retrieve your data  clean it  apply feature engineering  and have it ready for preliminary analysis and hypothesis testing 

by the end of this course you should be able to 
retrieve data from multiple data sources  sql  nosql databases  apis  cloud 
describe and use common feature selection and feature engineering techniques
handle categorical and ordinal features  as well as missing values
use a variety of techniques for detecting and dealing with outliers
articulate why feature scaling is important and use a variety of scaling techniques
 
who should take this course 
this course targets aspiring data scientists interested in acquiring hands on experience  with machine learning and artificial intelligence in a business setting 
 
what skills should you have 
to make the most out of this course  you should have familiarity with programming on a python development environment  as well as fundamental understanding of calculus  linear algebra  probability  and statistics "
excourse55,advanced computer vision with tensorflow,"in this course  you will 

a  explore image classification  image segmentation  object localization  and object detection  apply transfer learning to object localization and detection 
b  apply object detection models such as regional cnn and resnet 50  customize existing models  and build your own models to detect  localize  and label your own rubber duck images 
c  implement image segmentation using variations of the fully convolutional network  fcn  including u net and d  mask rcnn to identify and detect numbers  pets  zombies  and more 
d  identify which parts of an image are being used by your model to make its predictions using class activation maps and saliency maps and apply these ml interpretation methods to inspect and improve the design of a famous network  alexnet "
excourse56,deep learning applications for computer vision,"this course can be taken for academic credit as part of cu boulder s master of science in data science  ms ds  degree offered on the coursera platform  the ms ds is an interdisciplinary degree that brings together faculty from cu boulder s departments of applied mathematics  computer science  information science  and others  with performance based admissions and no application process  the ms ds is ideal for individuals with a broad range of undergraduate education and or professional experience in computer science  information science  mathematics  and statistics 

in this course  you ll be learning about computer vision as a field of study and research  first we ll be exploring several computer vision tasks and suggested approaches  from the classic computer vision perspective  then we ll introduce deep learning methods and apply them to some of the same problems  we will analyze the results and discuss advantages and drawbacks of both types of methods  we ll use tutorials to let you explore hands on some of the modern machine learning tools and software libraries  examples of computer vision tasks where deep learning can be applied include  image classification  image classification with localization  object detection  object segmentation  facial recognition  and activity or pose estimation"
excourse57,deep learning in computer vision,"deep learning added a huge boost to the already rapidly developing field of computer vision  with deep learning  a lot of new applications of computer vision techniques have been introduced and are now becoming parts of our everyday lives  these include face recognition and indexing  photo stylization or machine vision in self driving cars  

the goal of this online course is to introduce students to computer vision  starting from basics and then turning to more modern deep learning models  we will cover both image and video recognition  including image classification and annotation  object recognition and image search  various object detection techniques  motion estimation  object tracking in video  human action recognition  and finally image stylization  editing and new image generation  in the course project  students will learn how to build face recognition and manipulation system to understand the internal mechanics of this technology  probably the most renown and often demonstrated in movies and tv shows example of computer vision and ai"
excourse58,computer vision basics,"by the end of this course  learners will understand what computer vision is  as well as its mission of making computers see and interpret the world as humans do  by learning core concepts of the field and receiving an introduction to human vision capabilities  they are equipped to identify some key application areas of computer vision and understand the digital imaging process  the course covers crucial elements that enable computer vision  digital signal processing  neuroscience and artificial intelligence  topics include color  light and image formation  early  mid  and high level vision  and mathematics essential for computer vision  learners will be able to apply mathematical techniques to complete computer vision tasks  

this course is ideal for anyone curious about or interested in exploring the concepts of computer vision  it is also useful for those who desire a refresher course in mathematical concepts of computer vision  learners should have basic programming skills and experience  understanding of for loops  if else statements   specifically in matlab  mathworks provides the basics here  https   www mathworks com learn tutorials matlab onramp html   learners should also be familiar with the following  basic linear algebra  matrix vector operations and notation   3d co ordinate systems and transformations  basic calculus  derivatives and integration  and basic probability  random variables "
excourse59,fundamentals of digital image and video processing,"in this class you will learn the basic principles and tools used to process images and videos  and how to apply them in solving practical problems of commercial and scientific interests 

digital images and videos are everywhere these days – in thousands of scientific  e g   astronomical  bio medical   consumer  industrial  and artistic applications  moreover they come in a wide range of the electromagnetic spectrum   from visible light and infrared to gamma rays and beyond  the ability to process image and video signals is therefore an incredibly important skill to master for engineering science students  software developers  and practicing scientists    digital image and video processing continues to enable the multimedia technology revolution we are experiencing today  some important examples of image and video processing include the removal of degradations images suffer during acquisition  e g   removing blur from a picture of a fast moving car   and the compression and transmission of images and videos  if you watch videos online  or share photos via a social media website  you use this everyday    for economical storage and efficient transmission  

this course will cover the fundamentals of image and video processing   we will provide a mathematical framework to describe and analyze images and videos as two  and three dimensional signals in the spatial  spatio temporal  and frequency domains  in this class not only will you learn the theory behind fundamental processing tasks including image video enhancement  recovery  and compression   but you will also learn how to perform these key processing tasks in practice using state of the art techniques and tools  we will introduce and use a wide variety of such tools – from optimization toolboxes to statistical techniques  emphasis on the special role sparsity plays in modern image and video processing will also be given   in all cases  example images and videos pertaining to specific application domains will be utilized"
excourse60,introduction to tensorflow for artificial intelligence  machine learning  and deep learning,"if you are a software developer who wants to build scalable ai powered algorithms  you need to understand how to use the tools to build them  this course is part of the upcoming machine learning in tensorflow specialization and will teach you best practices for using tensorflow  a popular open source framework for machine learning  

the machine learning course and deep learning specialization from andrew ng teach the most important and foundational principles of machine learning and deep learning  this new deeplearning ai tensorflow specialization teaches you how to use tensorflow to implement those principles so that you can start building and applying scalable models to real world problems  to develop a deeper understanding of how neural networks work  we recommend that you take the deep learning specialization"
excourse61,convolutional neural networks in tensorflow,"if you are a software developer who wants to build scalable ai powered algorithms  you need to understand how to use the tools to build them  this course is part of the upcoming machine learning in tensorflow specialization and will teach you best practices for using tensorflow  a popular open source framework for machine learning 

in course 2 of the deeplearning ai tensorflow specialization  you will learn advanced techniques to improve the computer vision model you built in course 1  you will explore how to work with real world images in different shapes and sizes  visualize the journey of an image through convolutions to understand how a computer “sees” information  plot loss and accuracy  and explore strategies to prevent overfitting  including augmentation and dropout  finally  course 2 will introduce you to transfer learning and how learned features can be extracted from models  

the machine learning course and deep learning specialization from andrew ng teach the most important and foundational principles of machine learning and deep learning  this new deeplearning ai tensorflow specialization teaches you how to use tensorflow to implement those principles so that you can start building and applying scalable models to real world problems  to develop a deeper understanding of how neural networks work  we recommend that you take the deep learning specialization"
excourse62,introduction to data science in python,"this course will introduce the learner to the basics of the python programming environment  including fundamental python programming techniques such as lambdas  reading and manipulating csv files  and the numpy library  the course will introduce data manipulation and cleaning techniques using the popular python pandas data science library and introduce the abstraction of the series and dataframe as the central data structures for data analysis  along with tutorials on how to use functions such as groupby  merge  and pivot tables effectively  by the end of this course  students will be able to take tabular data  clean it  manipulate it  and run basic inferential statistical analyses  

this course should be taken before any of the other applied data science with python courses  applied plotting  charting   data representation in python  applied machine learning in python  applied text mining in python  applied social network analysis in python"
excourse63,a crash course in data science,"by now you have definitely heard about data science and big data  in this one week class  we will provide a crash course in what these terms mean and how they play a role in successful organizations  this class is for anyone who wants to learn what all the data science action is about  including those who will eventually need to manage data scientists  the goal is to get you up to speed as quickly as possible on data science without all the fluff  we ve designed this course to be as convenient as possible without sacrificing any of the essentials 

this is a focused course designed to rapidly get you up to speed on the field of data science  our goal was to make this as convenient as possible for you without sacrificing any essential content  we ve left the technical information aside so that you can focus on managing your team and moving it forward 

after completing this course you will know  

1  how to describe the role data science plays in various contexts
2  how statistics  machine learning  and software engineering play a role in data science
3  how to describe the structure of a data science project
4  know the key terms and tools used by data scientists
5  how to identify a successful and an unsuccessful data science project
3  the role of a data science manager"
excourse64,data science in real life,"have you ever had the perfect data science experience  the data pull went perfectly  there were no merging errors or missing data  hypotheses were clearly defined prior to analyses  randomization was performed for the treatment of interest  the analytic plan was outlined prior to analysis and followed exactly  the conclusions were clear and actionable decisions were obvious  has that every happened to you  of course not  data analysis in real life is messy  how does one manage a team facing real data analyses  in this one week course  we contrast the ideal with what happens in real life  by contrasting the ideal  you will learn key concepts that will help you manage real life analyses  

this is a focused course designed to rapidly get you up to speed on doing data science in real life  our goal was to make this as convenient as possible for you without sacrificing any essential content  we ve left the technical information aside so that you can focus on managing your team and moving it forward 

after completing this course you will know how to 

1  describe the “perfect” data science experience
2  identify strengths and weaknesses in experimental designs
3  describe possible pitfalls when pulling   assembling data and learn solutions for managing data pulls 
4  challenge statistical modeling assumptions and drive feedback to data analysts
5  describe common pitfalls in communicating data analyses
6  get a glimpse into a day in the life of a data analysis manager 

the course will be taught at a conceptual level for active managers of data scientists and statisticians   some key concepts being discussed include 
1  experimental design  randomization  a b testing
2  causal inference  counterfactuals  
3  strategies for managing data quality 
4  bias and confounding
5  contrasting machine learning versus classical statistical inference"
excourse65,data science fundamentals for data analysts,"in this course we re going to guide you through the fundamental building blocks of data science  one of the fastest growing fields in the world  

with the help of our industry leading data scientists  we ve designed this course to build ready to apply data science skills in just 15 hours of learning  first  we ll give you a quick introduction to data science   what it is and how it is used to solve real world problems  for the rest of the course  we ll teach you the skills you need to apply foundational data science concepts and techniques to solve these real world problems  

by the end of this course  you ll be able to leverage your existing data analysis skills to design  execute  assess  and communicate the results of your very own data science projects    
data science capstone    the capstone project class will allow students to create a usable public data product that can be used to show your skills to potential employers  projects will be drawn from real world problems and will be conducted with industry  government  and academic partners "
excourse66,executive data science capstone,the executive data science capstone  the specialization s culminating project  is an opportunity for people who have completed all four eds courses to apply what they ve learned to a real world scenario developed in collaboration with zillow  a data driven online real estate and rental marketplace  and datacamp  a web based platform for data science programming  your task will be to lead a virtual data science team and make key decisions along the way to demonstrate that you have what it takes to shepherd a complex analysis project from start to finish   for the final project  you will prepare and submit a presentation  which will be evaluated and graded by your fellow capstone participants
excourse67,introduction to big data,"interested in increasing your knowledge of the big data landscape   this course is for those new to data science and interested in understanding why the big data era has come to be   it is for those who want to become conversant with the terminology and the core concepts behind big data problems  applications  and systems   it is for those who want to start thinking about how big data might be useful in their business or career   it provides an introduction to one of the most common frameworks  hadoop  that has made big data analysis easier and more accessible    increasing the potential for data to transform our world 

at the end of this course  you will be able to 

  describe the big data landscape including examples of real world big data problems including the three key sources of big data  people  organizations  and sensors  

  explain the v s of big data  volume  velocity  variety  veracity  valence  and value  and why each impacts data collection  monitoring  storage  analysis and reporting 

  get value out of big data by using a 5 step process to structure your analysis  

  identify what are and what are not big data problems and be able to recast big data problems as data science questions 

  provide an explanation of the architectural components and programming models used for scalable big data analysis 

  summarize the features and value of core hadoop stack components including the yarn resource and job management system  the hdfs file system and the mapreduce programming model 

  install and run a program using hadoop 

this course is for those new to data science   no prior programming experience is needed  although the ability to install applications and utilize a virtual machine is necessary to complete the hands on assignments "
excourse68,big data modeling and management systems,"once you ve identified a big data issue to analyze  how do you collect  store and organize your data using big data solutions   in this course  you will experience various data genres and management tools appropriate for each   you will be able to describe the reasons behind the evolving plethora of new big data platforms from the perspective of big data management systems and analytical tools   through guided hands on tutorials  you will become familiar with techniques using real time and semi structured data examples   systems and tools discussed include  asterixdb  hp vertica  impala  neo4j  redis  sparksql  this course provides techniques to extract value from existing untapped data sources and discovering new data sources 

at the end of this course  you will be able to 
   recognize different data elements in your own work and in everyday life problems
   explain why your team needs to design a big data infrastructure plan and information system design
   identify the frequent data operations required for various types of data
   select a data model to suit the characteristics of your data 
   apply techniques to handle streaming data
   differentiate between a traditional database management system and a big data management system
   appreciate why there are so many data management systems
   design a big data information system for an online game company

this course is for those new to data science   completion of intro to big data is recommended   no prior programming experience is needed  although the ability to install applications and utilize a virtual machine is necessary to complete the hands on assignments   refer to the specialization technical requirements for complete hardware and software specifications    
big data integration and processing    at the end of the course  you will be able to 

 retrieve data from example database and big data management systems 
 describe the connections between data management operations and the big data processing patterns needed to utilize them in large scale analytical applications
 identify when a big data problem needs data integration
 execute simple big data integration and processing on hadoop and spark platforms"
excourse69,machine learning with big data,"want to make sense of the volumes of data you have collected   need to incorporate data driven decisions into your process   this course provides an overview of machine learning techniques to explore  analyze  and leverage data   you will be introduced to tools and algorithms you can use to create machine learning models that learn from data  and to scale those models up to big data problems 

at the end of the course  you will be able to 
design an approach to leverage data using the steps in the machine learning process 
apply machine learning techniques to explore and prepare data for modeling 
identify the type of machine learning problem in order to apply the appropriate set of techniques 
	construct models that learn from data using widely available open source tools 
	analyze big data problems using scalable machine learning algorithms on spark "
excourse70,big data   capstone project,welcome to the capstone project for big data  in this culminating project  you will build a big data ecosystem using tools and methods form the earlier courses in this specialization  you will analyze a data set simulating big data generated from a large number of users who are playing our imaginary game     catch the pink flamingo      during the five week capstone project  you will walk through the typical big data science steps for acquiring  exploring  preparing  analyzing  and reporting  in the first two weeks  we will introduce you to the data set and guide you through some exploratory analysis using tools such as splunk and open office  then we will move into more challenging big data problems requiring the more advanced tools you have learned including knime  spark s mllib and gephi  finally  during the fifth and final week  we will show you how to bring it all together to create engaging and compelling reports and slide presentations  as a result of our collaboration with splunk  a software company focus on analyzing machine generated big data  learners with the top projects will be eligible to present to splunk and meet splunk recruiters and engineering leadership
excourse71,big data essentials  hdfs  mapreduce and spark rdd,"have you ever heard about such technologies as hdfs  mapreduce  spark  always wanted to learn these new tools but missed concise starting material  don t miss this course either 

in this 6 week course you will 
  learn some basic technologies of the modern big data landscape  namely  hdfs  mapreduce and spark 
  be guided both through systems internals and their applications 
  learn about distributed file systems  why they exist and what function they serve 
  grasp the mapreduce framework  a workhorse for many modern big data applications 
  apply the framework to process texts and solve sample business cases 
  learn about spark  the next generation computational framework 
  build a strong understanding of spark basic concepts 
  develop skills to apply these tools to creating solutions in finance  social networks  telecommunications and many other fields"
excourse72,foundations for big data analysis with sql,"in this course  you ll get a big picture view of using sql for big data  starting with an overview of data  database systems  and the common querying language  sql   then you ll learn the characteristics of big data and sql tools for working on big data platforms  you ll also install an exercise environment  virtual machine  to be used through the specialization courses  and you ll have an opportunity to do some initial exploration of databases and tables in that environment 

by the end of the course  you will be able to
 distinguish operational from analytic databases  and understand how these are applied in big data 
 understand how database and table design provides structures for working with data 
 appreciate how differences in volume and variety of data affects your choice of an appropriate database system 
recognize the features and benefits of sql dialects designed to work with big data systems for storage and analysis  and 
 explore databases and tables in a big data platform"
excourse73,analyzing big data with sql,"in this course  you ll get an in depth look at the sql select statement and its main clauses  the course focuses on big data sql engines apache hive and apache impala  but most of the information is applicable to sql with traditional rdbms as well  the instructor explicitly addresses differences for mysql and postgresql 

by the end of the course  you will be able to
• explore and navigate databases and tables using different tools 
• understand the basics of select statements 
• understand how and why to filter results 
• explore grouping and aggregation to answer analytic questions 
• work with sorting and limiting results  and 
• combine multiple tables in different ways "
excourse74,fundamentals of big data,welcome to fundamentals of big data  the fourth course of the key technologies of data analytics specialization  by enrolling in this course  you are taking the next step in your career in data analytics  this course is the fourth of a series that aims to prepare you for a role working in data analytics  in this course  you will be introduced to many of the core concepts of big data  you will learn about the primary systems used in big data  we ll go through phases of a common big data life cycle  this course covers a wide variety of topics that are critical for understanding big data and are designed to give you an introduction and overview as you begin to build relevant knowledge and skills
